userId,movieId,rating
3,1297,4
3,1307,5
3,1380,5
3,1381,2
3,1441,4
3,1457,4
3,1485,2
3,1487,5
3,1569,4
3,1639,3
3,1721,3
3,1747,3
3,1777,5
3,1835,4
3,1947,5
3,1951,3
3,1968,5
3,2014,4
3,2017,5
3,2038,3
3,2049,5
3,2052,3
3,2054,3
3,2080,4
3,2081,4
3,2084,2
3,2087,3
3,2096,4
3,2102,3
4,39,3.5
4,45,3
4,48,2
4,62,4.5
4,105,2
4,163,4
4,180,4
4,316,3.5
4,318,5
4,345,3.5
4,348,3.5
4,413,2
4,441,3
4,588,3
4,589,3.5
4,590,3.5
4,596,2.5
4,750,4
4,780,4
4,782,1.5
4,783,3.5
4,785,2.5
4,908,4
4,920,4.5
4,1036,4
4,1197,5
4,1210,5
4,1246,5
4,1268,4
4,1270,3.5
4,1285,4
4,1288,3.5
4,1372,3.5
4,1499,2
4,1527,4.5
4,1573,2
4,1644,2
4,1678,4
4,1961,3.5
4,2003,4
4,2080,4
4,2100,3
4,2124,3.5
4,2268,2.5
4,2302,4
4,2395,3.5
4,2409,2.5
4,2455,2.5
4,2529,2.5
4,2571,4.5
4,2617,2
4,2640,3
4,2683,3.5
4,2709,4.5
4,2804,4.5
4,2858,3.5
4,2985,3.5
4,2997,1.5
4,3147,4.5
4,3160,4
4,3328,5
4,3398,5
4,3408,4
4,3481,3
4,3503,1
4,3527,3
4,3897,2.5
4,3949,0.5
4,4008,1.5
4,4014,4.5
4,4022,2.5
4,4148,3
4,4306,5
4,4487,3.5
4,4621,3
4,4643,2.5
4,4703,4.5
4,4973,5
4,4993,5
4,5014,4
4,5060,3.5
4,5446,4
4,5952,5
4,6250,1
4,6365,2.5
4,6565,4
4,6711,3.5
4,6863,4.5
4,6942,4
4,7147,2.5
4,7153,5
4,7293,4.5
4,7324,3
5,50,4.5
5,318,3.5
5,613,4
5,839,1
5,858,4.5
5,915,3.5
5,916,3
5,1416,2.5
5,2565,3.5
5,2594,4.5
5,2719,3.5
5,2775,4.5
5,2858,1.5
5,2959,4
5,3513,1.5
5,3744,1.5
5,4448,2
5,4546,2.5
5,4902,5
5,5015,2.5
5,5364,5
5,5570,5
5,6283,2
5,8781,0.5
5,27744,5
5,27831,4
5,31878,3
5,45720,4
5,48385,2.5
5,51662,3
5,59725,2.5
5,60069,4
6,356,3.5
6,364,4
6,1721,4
6,2762,3.5
6,4306,3.5
6,4310,3.5
6,4886,4
6,7153,4
6,7293,2.5
6,8961,4
6,45499,3.5
6,58559,4
6,59315,4
6,60684,0.5
6,63992,3.5
6,68319,3.5
6,69406,3.5
6,72641,3.5
6,72998,4
6,73321,3.5
6,74458,4
6,74530,4
6,74580,3.5
6,74698,2.5
6,75805,3.5
6,78264,3.5
6,78637,3.5
6,78772,3.5
6,78893,4
6,79132,4.5
6,79139,3.5
6,80549,3.5
6,80615,4
6,81417,0.5
6,81564,3.5
6,82169,3
6,82461,2.5
6,83132,3.5
6,84637,4
6,85056,4.5
6,85261,4
6,85367,3.5
6,85397,2.5
6,87430,3.5
6,87876,1
6,88125,3.5
6,88405,3.5
6,88785,3
6,89480,2.5
6,89745,4
6,90057,4
6,90249,3
6,90405,4
6,90531,3.5
6,90647,3
6,90746,3.5
6,90866,2
6,90890,3
6,91529,4
6,91978,3
6,92264,3.5
6,92422,1
6,92507,3.5
6,93242,3.5
6,93272,4
6,93326,4
6,93982,2.5
6,94015,1.5
6,94323,3.5
6,95067,3
6,95105,3.5
6,95449,4
6,95543,3.5
6,95720,2
6,96655,3.5
6,96964,3.5
6,97462,3.5
6,97752,1.5
6,97913,3.5
6,97938,3.5
6,98203,3.5
6,98243,5
6,98400,3.5
6,99145,4
6,99787,0.5
6,99813,4
6,100302,4
6,100390,3
6,101142,4
6,101360,3.5
6,101577,3.5
6,102125,3.5
6,102407,3.5
6,102481,3.5
6,102720,4.5
6,102903,4
6,103042,3
6,103141,4
6,103253,3.5
6,103335,4.5
6,103372,3.5
6,103384,3
6,104211,3.5
6,104274,3
6,104312,3.5
6,104841,3
6,105468,3.5
6,105504,3.5
6,105653,3
6,105844,3.5
6,105954,3
6,106002,3.5
6,106072,3.5
6,106487,3.5
6,106540,3
6,106696,4.5
6,106782,3.5
6,106918,3
6,107436,4
6,108190,3.5
6,108945,1.5
6,109673,3.5
6,109846,3
6,109864,2.5
6,110553,2.5
6,110771,4
6,110773,0.5
6,111113,2.5
6,111249,3.5
6,111360,2.5
6,111362,4
6,111375,3.5
6,111617,3.5
6,111659,4
6,111759,3.5
6,112006,4
6,112091,4
6,112138,3
6,112175,3.5
6,112303,2.5
6,112556,3.5
6,112623,3.5
6,112852,3.5
6,113071,2
6,113103,2
6,113348,1
6,113453,2
6,113604,2
6,114180,3.5
6,114182,3.5
6,114552,1.5
6,114795,4
6,114935,2
6,115170,5
6,115569,1.5
6,115617,4.5
6,115664,2.5
6,115680,1.5
6,116397,2.5
6,116797,3.5
6,117590,1.5
6,117851,2.5
6,118696,2.5
6,118760,3.5
6,118997,0.5
6,119141,0.5
6,119948,2.5
6,120825,1.5
7,1,5
7,2,4
7,10,4
7,11,5
7,16,3
7,21,3
7,22,4
7,23,4
7,27,5
7,34,3
7,39,4
7,44,4
7,47,5
7,48,3
7,74,5
7,79,5
7,93,4
7,95,5
7,110,5
7,112,4
7,119,3
7,122,4
7,126,3
7,135,4
7,150,4
7,153,4
7,158,3
7,160,4
7,165,3
7,170,4
7,172,4
7,173,4
7,174,4
7,185,4
7,186,4
7,191,4
7,196,4
7,204,3
7,208,3
7,227,3
7,230,4
7,231,4
7,236,4
7,237,4
7,249,4
7,261,4
7,266,3
7,277,4
7,282,5
7,289,3
7,292,4
7,293,4
7,296,4
7,315,4
7,316,4
7,317,4
7,319,5
7,328,4
7,329,3
7,339,5
7,342,3
7,343,3
7,344,4
7,349,3
7,350,4
7,351,1
7,353,4
7,355,3
7,356,3
7,357,5
7,361,3
7,362,5
7,364,5
7,367,3
7,368,4
7,370,4
7,374,3
7,377,4
7,380,4
7,381,4
7,383,3
7,410,5
7,415,3
7,416,4
7,419,4
7,433,4
7,434,4
7,440,4
7,442,3
7,445,4
7,454,4
7,457,4
7,460,3
7,464,3
7,466,4
7,468,5
7,471,4
7,475,5
7,480,4
7,485,4
7,491,3
7,494,4
7,500,4
7,509,4
7,516,4
7,520,4
7,527,5
7,539,4
7,540,3
7,542,4
7,544,3
7,548,3
7,586,3
7,587,3
7,588,5
7,589,4
7,590,3
7,592,4
7,593,4
7,594,4
7,595,4
7,597,3
7,616,5
7,667,3
8,6,5
8,10,4
8,11,4
8,36,4
8,40,4
8,110,5
8,150,4
8,165,4
8,230,3
8,260,5
8,272,4
8,345,2
8,349,4
8,377,4
8,380,3
8,457,5
8,474,4
8,480,4
8,527,5
8,529,3
8,539,3
8,541,4
8,589,4
8,593,5
8,608,4
8,733,4
8,736,4
8,780,4
8,897,4
8,920,5
8,1035,5
8,1036,4
8,1088,2
8,1089,1
8,1090,4
8,1092,4
8,1131,3
8,1132,4
8,1172,4
8,1183,5
8,1186,4
8,1198,5
8,1200,4
8,1210,5
8,1213,3
8,1225,5
8,1246,5
8,1259,4
8,1263,4
8,1270,4
8,1272,4
8,1293,5
8,1296,3
8,1299,5
8,1302,4
8,1370,4
8,1377,2
8,1393,4
8,1408,3
8,1411,5
8,1438,2
8,1459,4
8,1518,5
8,1527,3
8,1552,4
8,1573,5
8,1580,4
8,1597,4
8,1608,5
8,1610,4
8,1616,4
8,1617,5
8,1645,3
8,1674,5
8,1682,4
8,1687,5
8,1693,3
8,1721,4
8,1722,4
8,1747,4
8,1876,3
8,1909,5
8,1957,5
8,1960,4
8,1961,4
8,1968,4
8,2000,4
8,2002,4
8,2020,4
8,2021,4
8,2058,4
8,2150,4
8,2278,4
8,2302,4
8,2352,4
8,2353,5
8,2396,4
8,2427,3
8,2467,5
8,2529,4
8,2571,5
8,2628,4
8,2728,4
8,2762,3
8,2763,4
8,2797,4
8,2858,4
8,2916,2
8,2918,4
8,2944,5
8,2947,4
8,2948,4
8,2949,4
8,2952,4
8,2959,2
8,2997,2
8,3072,2
8,3176,5
8,3198,4
8,3246,5
8,3252,3
8,3256,4
8,3418,4
8,3498,5
8,3527,4
8,3702,4
8,3703,3
8,3723,4
8,3733,4
9,3,3
9,4,3
9,6,3
9,7,3
9,10,4
9,11,4
9,14,4
9,21,5
9,22,3
9,25,4
9,35,3
9,36,3
9,47,3
9,52,4
9,62,5
9,105,3
9,110,5
9,132,3
9,140,3
9,141,4
9,144,4
9,150,4
9,151,5
9,154,3
9,161,4
9,168,4
9,185,3
9,193,2
9,194,4
9,196,3
9,203,3
9,222,3
9,224,4
9,230,3
9,235,2
9,236,3
9,237,4
9,246,3
9,249,4
9,266,4
9,272,4
9,277,4
9,282,3
9,292,3
9,299,4
9,300,5
9,303,3
9,305,3
9,314,4
9,316,3
9,318,5
9,329,4
9,339,4
9,342,2
9,348,4
9,349,4
9,350,5
9,355,3
9,356,3
9,357,5
9,368,4
9,371,3
9,376,4
9,377,3
9,378,3
9,380,3
9,381,4
9,383,4
9,412,3
9,417,4
9,432,3
9,440,3
9,444,3
9,446,3
9,454,5
9,455,3
9,457,4
9,468,4
9,471,3
9,474,4
9,475,5
9,480,3
9,485,3
9,491,4
9,497,3
9,500,3
9,505,3
9,508,5
9,509,5
9,520,3
9,524,4
9,527,5
9,529,3
9,534,3
9,539,5
9,540,3
9,552,4
9,553,3
9,586,3
9,587,5
9,590,5
9,592,3
9,593,4
9,594,3
9,597,4
9,647,4
9,648,3
9,653,3
9,780,4
9,805,3
9,830,3
9,852,4
9,1035,4
9,1036,3
9,1078,4
9,1081,4
9,1084,5
9,1087,3
9,1088,3
9,1090,3
9,1094,4
9,1095,3
9,1096,5
9,1097,4
9,1101,4
9,1124,5
9,1125,3
9,1135,3
10,1,4
10,45,4.5
10,47,3.5
10,50,5
10,110,3.5
10,163,4
10,199,1.5
10,215,4
10,223,5
10,246,3.5
10,249,2.5
10,260,2.5
10,265,4
10,272,4
10,293,4
10,296,4
10,300,4.5
10,318,3.5
10,353,2
10,357,3.5
10,370,3
10,454,3.5
10,471,3.5
10,508,2
10,527,4
10,535,4.5
10,541,4
10,551,4.5
10,553,4
10,589,3.5
10,592,4
10,593,3.5
10,608,3
10,750,4.5
10,778,4
10,858,4.5
10,902,4
10,908,4
10,913,3.5
10,923,4
10,928,3
10,931,3.5
10,955,3.5
10,1032,3
10,1035,1.5
10,1050,4
10,1060,2
10,1079,4
10,1080,4
10,1084,3.5
10,1089,3.5
10,1090,2.5
10,1095,4
10,1103,4
10,1120,3
10,1125,3
10,1148,3.5
10,1171,4.5
10,1179,3.5
10,1188,4.5
10,1196,3.5
10,1197,4.5
10,1198,4
10,1201,4.5
10,1203,4
10,1204,4
10,1206,3
10,1208,4.5
10,1213,4.5
10,1219,3
10,1223,3.5
10,1224,3.5
10,1225,3.5
10,1228,4
10,1231,4
10,1240,3.5
10,1243,4.5
10,1246,3
10,1247,4
10,1248,4
10,1252,4
10,1257,3.5
10,1258,4
10,1259,4
10,1265,3.5
10,1266,4.5
10,1269,3.5
10,1274,4.5
10,1275,4
10,1276,4
10,1278,4.5
10,1282,4.5
10,1283,4
10,1285,3
10,1288,4.5
10,1289,4
10,1291,4
10,1297,4.5
10,1304,4
10,1343,3.5
10,1350,3.5
10,1358,4
10,1376,2
10,1387,3.5
10,1394,4.5
10,1449,3.5
10,1500,5
10,1517,3.5
10,1617,4
10,1639,5
10,1641,4
10,1643,3.5
10,1653,4
10,1663,3.5
10,1673,4
10,1704,4
10,1732,5
10,1747,3.5
10,1885,3.5
10,1921,4.5
10,1923,3
10,1945,4
10,1961,3.5
10,1997,3.5
10,2019,3.5
10,2054,2
10,2108,5
10,2144,3
10,2160,3.5
10,2174,3.5
10,2184,4
10,2194,3.5
10,2231,4.5
10,2248,3.5
10,2278,4
10,2289,4.5
10,2300,2.5
10,2303,4
10,2321,4.5
10,2329,4.5
10,2359,3.5
10,2371,3.5
10,2396,3.5
10,2406,2.5
10,2474,3.5
10,2502,3
10,2542,4
10,2571,4.5
10,2580,3.5
10,2599,4.5
10,2692,4
10,2699,2.5
10,2700,4.5
10,2716,3.5
10,2762,4
10,2795,3.5
10,2804,4
10,2858,4.5
10,2871,3.5
10,2890,4
10,2912,4
10,2918,3.5
10,2946,3.5
10,2947,3.5
10,2948,3.5
10,2949,3.5
10,2951,4
10,2959,5
10,2968,4.5
10,2993,3
10,2997,3.5
10,3000,3.5
10,3052,4.5
10,3098,4
10,3100,3.5
10,3108,3.5
10,3129,4
10,3210,3.5
10,3252,3.5
10,3253,3.5
10,3261,3
10,3267,3.5
10,3271,3
10,3317,4
10,3360,5
10,3361,4
10,3363,4
10,3386,4
10,3396,4.5
10,3421,4
10,3424,4
10,3448,2.5
10,3468,4.5
10,3481,4.5
10,3504,4
10,3543,3
10,3552,4
10,3578,3
10,3608,3.5
10,3671,4
10,3681,4
10,3751,4
10,3793,2.5
10,3897,4
10,3911,4
10,3994,3
10,3996,4
10,4009,3
10,4011,4.5
10,4014,3.5
10,4027,4.5
10,4034,4.5
10,4036,1.5
10,4086,2
10,4102,4
10,4226,4
10,4280,1
10,4294,4
10,4306,3.5
10,4848,2.5
10,4855,3
10,4886,4
10,4979,4.5
10,4993,4
10,5013,4
10,5060,3.5
10,5292,3.5
10,5349,4
10,5418,4
10,5445,4
10,5464,4
10,5617,4
10,5618,4.5
10,5669,4
10,5673,5
10,5679,4
10,5782,4
10,5812,4
10,5820,3
10,5902,3.5
10,5945,1.5
10,5952,4.5
10,5989,3.5
10,6003,3.5
10,6104,3.5
10,6296,2.5
10,6306,4.5
10,6331,3.5
10,6333,4
10,6539,3.5
10,6711,4
10,6755,4
10,6773,4.5
10,6790,2.5
10,6807,3.5
10,6870,4
10,6874,4.5
10,6953,4
10,6974,4.5
10,7073,4.5
10,7090,5
10,7137,4
10,7153,4
10,7156,4.5
10,7256,4.5
10,7361,4.5
10,7371,4.5
10,7438,3.5
10,7569,2.5
10,7889,4
10,8364,3.5
10,8368,4
10,8464,4
10,8622,4
10,8636,4
10,8665,3.5
10,8807,4.5
10,8874,3.5
10,8949,2
10,8983,4
10,27706,3.5
10,30810,4
10,30898,4
10,32587,4.5
11,3,2.5
11,16,4
11,19,1
11,104,3
11,235,4
11,368,2.5
11,553,3
11,1080,5
11,1101,3
11,1208,5
11,1220,4
11,1304,4
11,1537,2.5
11,1610,3
11,1784,4
11,1923,5
11,2959,4
11,2987,3
11,3793,3.5
11,4306,5
11,4993,5
12,480,3
12,593,5
12,903,5
12,1193,4
12,1230,3
12,1242,2
12,2058,3
12,2422,1
12,3671,4
12,5225,4
12,5349,3
12,5364,2
12,5377,4
12,5380,4
12,5415,1
12,5418,4
12,5422,2
12,5445,3
12,5450,2
12,5459,4
12,5481,4
12,5502,3
12,5506,2
12,5890,3
12,5893,4
12,5968,2
13,1,4.5
13,2,4
13,19,3.5
13,22,3.5
13,34,4
13,38,3
13,48,4
13,145,3
13,158,3
13,181,3
13,261,4
13,313,3.5
13,318,4
13,319,3.5
13,344,3.5
13,364,4.5
13,435,2
13,520,4
13,527,4.5
13,551,3
13,585,3
13,586,4
13,588,5
13,594,3.5
13,595,5
13,596,4
13,616,4.5
13,661,3.5
13,673,4.5
13,783,3
13,837,3.5
13,838,4.5
13,912,5
13,919,3.5
13,965,4
13,986,3.5
13,1005,3
13,1022,4.5
13,1023,3.5
13,1028,3
13,1032,3.5
13,1033,4
13,1064,4
13,1073,3.5
13,1097,2
13,1203,5
13,1274,4
13,1285,4.5
13,1367,4
13,1517,4
13,1566,4
13,1588,3.5
13,1592,3.5
13,1688,3
13,1784,3.5
13,1806,3.5
13,1848,2
13,1907,3
13,1917,3.5
13,1967,2.5
13,2014,2.5
13,2018,5
13,2042,3.5
13,2052,3.5
13,2059,3.5
13,2078,4
13,2080,3.5
13,2081,4
13,2082,3.5
13,2085,4
13,2092,3
13,2096,4
13,2123,4
13,2124,3
13,2138,5
13,2139,3.5
13,2141,3.5
13,2142,3.5
13,2152,3
13,2302,4.5
13,2354,3.5
13,2355,4
13,2384,3
13,2424,3.5
13,2683,3.5
13,2761,3
13,2858,3.5
13,2949,3
13,2987,4.5
13,3114,4
13,3124,3.5
13,3173,4
13,3189,4.5
13,3250,3.5
13,3396,3.5
13,3398,3.5
13,3481,4
13,3483,3.5
13,3879,3
13,3897,4
13,3945,3.5
13,3969,4
13,3988,4
13,3990,3.5
13,3991,4
13,4027,3.5
13,4039,3
13,4238,3.5
13,4246,3.5
13,4306,4.5
13,4308,5
13,4386,4
13,4519,3.5
13,4639,3
13,4700,3.5
13,4886,4
13,4896,2
13,4963,4
13,4979,3
13,4993,4.5
13,5048,3.5
13,5092,3
13,5151,3.5
13,5218,3.5
13,5377,3.5
13,5444,3
13,5452,3.5
13,5481,3
13,5618,4.5
13,5810,4
13,5900,2.5
13,5945,2.5
13,5952,5
13,6173,4
13,6266,3
13,6297,4.5
13,6377,4.5
13,6485,3
13,6502,5
13,6539,4.5
13,6593,3.5
13,6624,4
13,6625,4
13,6793,3.5
13,6794,3.5
13,6798,4
13,6942,4
13,7045,3.5
13,7153,4.5
13,7164,3.5
13,7173,3
13,7293,3.5
13,7345,3.5
13,7444,4
13,7451,4
13,8221,4
13,8360,3.5
13,8368,2
13,8464,3.5
13,8641,4.5
13,8643,3
13,8811,4
13,8874,4.5
13,8946,3
13,8961,3.5
13,8977,2
13,26662,4
13,27706,3
13,30793,2.5
13,31193,4
13,31429,3
13,31502,1
13,32289,2.5
13,32587,5
13,32770,4
13,33830,3
13,35836,4
13,38061,3.5
13,39183,4
13,41566,3.5
13,43560,3.5
13,44022,3.5
13,44195,4
13,44225,2.5
13,44555,5
13,45106,3.5
13,45517,4
13,45726,3.5
13,46062,3.5
13,46578,4
13,46976,3.5
13,47516,0.5
13,47518,4.5
13,48522,5
13,49274,3.5
13,50149,3
13,50442,4
13,50601,3.5
13,50802,3.5
13,50872,4.5
13,51255,4.5
13,51662,4
13,51694,4
13,53121,3.5
13,53956,3.5
13,54503,4
13,54997,3.5
13,55052,4.5
13,55250,3
13,55282,3.5
13,55363,4
13,56152,3.5
13,56176,4
13,56367,4
13,56788,4
13,56949,3.5
13,57532,1
13,57669,3.5
13,58078,4
13,58347,4
13,58803,3
13,59014,0.5
13,59141,4
13,59333,2
13,59501,4
13,59784,3
13,60069,4.5
13,60141,3.5
13,61024,1
13,62376,3.5
13,62718,3.5
13,62999,3.5
13,63131,4
13,63540,2.5
13,63853,4
13,63859,3
13,66097,3
13,66304,3.5
13,66934,5
13,67267,3.5
13,67734,4
13,67788,3.5
13,68135,3.5
13,68194,4
13,68269,4
13,68554,2
13,68954,5
13,69122,5
13,69253,2.5
13,69644,3.5
13,69757,4
13,70282,3
13,71670,3
13,72011,4
13,72226,3
13,72919,2.5
13,72998,2
13,74508,4.5
13,76093,5
13,77264,4
14,2,4
14,10,3
14,11,4
14,17,5
14,21,4
14,26,4
14,28,5
14,31,3
14,34,5
14,41,4
14,62,4
14,110,5
14,150,4
14,151,5
14,153,3
14,161,4
14,165,2
14,168,3
14,185,3
14,186,3
14,207,4
14,208,3
14,222,5
14,236,4
14,237,4
14,246,5
14,247,4
14,249,3
14,256,3
14,261,5
14,266,4
14,272,5
14,277,3
14,282,5
14,292,3
14,296,4
14,300,4
14,306,4
14,314,4
14,316,3
14,318,5
14,329,4
14,339,3
14,345,3
14,349,3
14,356,4
14,357,4
14,361,4
14,364,4
14,367,3
14,374,3
14,377,3
14,434,2
14,452,4
14,454,3
14,457,4
14,468,4
14,480,5
14,497,4
14,500,3
14,509,5
14,515,5
14,527,5
14,529,4
14,531,5
14,534,4
14,539,4
14,552,3
14,586,3
14,587,3
14,590,4
14,592,3
14,593,4
14,595,5
14,597,3
15,32,4
15,36,4
15,110,5
15,247,2
15,253,3
15,257,3
15,260,4
15,380,4
15,457,5
15,474,3
15,480,4
15,541,3
15,551,5
15,589,4
15,592,5
15,595,4
15,648,3
15,671,5
15,733,5
15,750,4
15,858,2
15,903,5
15,904,5
15,905,4
15,906,4
15,908,4
15,910,5
15,911,4
15,912,4
15,913,3
15,919,5
15,922,5
15,923,5
15,924,3
15,926,4
15,927,3
15,928,5
15,930,4
15,931,3
15,942,4
15,943,2
15,946,3
15,953,5
15,957,5
15,960,4
15,968,1
15,969,4
15,973,5
15,1036,5
15,1068,3
15,1073,4
15,1086,4
15,1087,4
15,1092,2
15,1097,3
15,1130,3
15,1178,4
15,1193,4
15,1196,4
15,1197,5
15,1198,4
15,1199,5
15,1200,5
15,1201,1
15,1204,5
15,1210,4
15,1212,5
15,1214,2
15,1217,3
15,1219,5
15,1225,4
15,1240,3
15,1242,3
15,1248,5
15,1250,4
15,1252,1
15,1253,4
15,1256,5
15,1260,5
15,1262,4
15,1264,3
15,1267,5
15,1270,5
15,1278,4
15,1283,5
15,1284,2
15,1287,5
15,1288,5
15,1291,3
15,1304,2
15,1321,3
15,1334,3
15,1337,5
15,1340,5
15,1344,4
15,1348,5
15,1374,5
15,1375,3
15,1573,5
15,1580,3
15,1674,3
15,1690,5
15,1873,5
15,1924,4
15,1938,5
15,1939,3
15,1940,5
15,1941,5
15,1942,5
15,1945,3
15,1964,2
15,1994,4
15,1997,3
15,2000,3
15,2010,5
15,2011,4
15,2075,2
15,2105,5
15,2160,4
15,2174,4
15,2182,3
15,2186,5
15,2194,4
15,2201,3
15,2202,2
15,2203,4
15,2206,3
15,2208,5
15,2221,3
15,2238,1
15,2300,5
15,2362,5
15,2366,5
15,2398,3
15,2406,3
15,2407,3
15,2428,3
15,2454,5
15,2455,4
15,2488,4
15,2519,5
15,2525,4
15,2527,3
15,2528,4
15,2529,4
15,2531,2
15,2551,2
15,2553,4
15,2612,4
15,2633,5
15,2640,5
15,2644,4
15,2646,4
15,2647,5
15,2648,5
15,2649,5
15,2653,3
15,2654,4
15,2657,3
15,2664,5
15,2716,3
15,2728,5
15,2747,3
15,2848,4
15,2856,4
15,2863,5
15,2867,4
15,2916,4
15,2920,2
15,2939,3
15,2967,4
15,2968,5
15,2985,5
15,2987,5
15,3038,5
15,3075,2
15,3088,3
15,3089,1
15,3095,3
15,3219,3
15,3334,3
15,3340,2
15,3362,4
15,3365,3
16,1,5
16,6,2
16,7,4
16,17,3
16,62,3
16,95,3
16,260,5
16,608,4
16,648,4
16,708,3
16,733,4
16,736,3
16,760,3
16,780,5
16,782,1
16,804,5
16,832,4
16,1047,3
16,1354,3
16,1444,1
17,107,3.5
17,135,2
17,306,3
17,327,0.5
17,830,0.5
17,1027,0.5
17,1186,0.5
17,1188,3.5
17,1378,1
17,1680,2
17,1831,5
17,2020,2.5
17,2094,3.5
17,2359,1
17,2501,5
17,2722,1
17,2944,3
17,3252,4.5
17,3967,4
17,4718,2
18,50,5
18,110,5
18,111,3
18,260,5
18,296,5
18,318,5
18,382,4.5
18,593,5
18,608,5
18,761,2
18,904,4.5
18,908,5
18,1019,4
18,1089,5
18,1193,5
18,1196,5
18,1197,3.5
18,1198,5
18,1203,5
